RT @Nat_Penhallow: I have no best friends on snapchat #sad #life 😂😂,1
WOW I’m actually digging through the @amazon website to find where to complain. NO OPTION. They don’t even want to hear complaints. #sad,1
This election has caused me so much anxiety just went &amp; got Valium on top of the Xanax i already take &amp; I'm not being sarcastic #sad,1
"Russian ""hackers"" or not, it doesn't dismiss the fact #HillaryClinton &amp; her minions are corrupt. All her supporters are being played! #sad",1
I should probably adult now and get to work. #fakeittillyoumakeit #depressed,1
RT @jilllianwhite: it's rlly sad how some girls think they can't be happy without a boy in their life #sad,1
Bruh this is the most twitter activity I've had in AWHILE lmao #sad,0
"1hour late on delivery, damaged goods #unhappy #customer https://t.co/7Bx0ZsXxNE",1
Feeling fed up 👎🏻 #sad,1
Life RT @DeeezNutz4Lyfe: I have the best advice but I just can't take my own lol #sad,0
"@Amourgabrielle that's messed up! she put her page on private and changed her avi &amp; I'm like, I thought she was locked up #Sad😢",1
So much hate towards me and I just don't know how to deal with it. It's like I want to just die :'( #Depressed #Autism #Hurt #Sad #Betrayed,1
I need those hoodies in my life ... But do i have money for that? ... this is so #sad https://t.co/SlLPYtkInI,1
@littlemexican_ Haha shush up! 😅 btw my apple pie blizzard melted yesterday :( #sad,1
I get so excited over doing my washing at uni #sad,1
I would love to go to my schools football games but since work is taking over my life I can't watch any and it makes me #sad :(,1
I'm really worried about my life now #depressed,1
"Anyone out there use Frontier Communications, please contact me if you do, #Very bad company!!!!!!!!! #Unhappy",1
RT @PURETRAP: i just wanna hug someone and just cry man... just let all of my frustration out #sad,1
"I thought I was gonna have a good morning, and then my ex texted me. #depressed #angry",1
"Wtf Gost, you're supposed to be the best kicker in the league! #sad #Patriots",1
Republican silence on Russian hacking &amp; interference is shameful. This should be an American issue not partisan. Wait till it's them. #sad,1
"RT @LifeQuoties: lol i literally cry at everything and it's so annoying. like i cry when i'm #sad, #angry, #stressed, #tired, and even when i'm…",0
The fact that the American presidential debate seems like a joke to so many Americans is #sad😟#debatenight,1
Unfortunately I won't be in Berlin this weekend... v_v #sad,1
@realDonaldTrump What Dad Let's His Daughter Set His Lap Like This! #Sad #Trainer https://t.co/hMLpRpYSAP,1
#Hilary lies. #Trump utters filth. Can we get a new #candidate for #president ? How embarrassing to have one of them lead our country! #sad,1
RT @mssophialuong: It's so sad seeing the friends you once loved and care for so much throw their life away for the wrong reasons #friends #sad,1
This morning I woke up in great mood until I saw something that destroyed it #depress #Italwayshappenstome,1
my life is so sad: i'm sitting on our couch wrapped in a giant blanket. #sad,1
I didnt know who this skater was but I'm bummed he's gone before I even knew of him because he's so fine #sad,1
"RT @HYSHO: How do you respond to a friend who is #depressed? ACT: Acknowledge, Care, and Treatment. Learn more https://t.co/hJxr9gFP0M #Sto…",0
So we are at the #ER. Waiting for results from the #xrays taken. #baby #sad #fastbreathing #rapidheart,1
loosing games with 30/0 miss fortune #sad,1
The feeling when you see the first boy's comment on your daughter's instagram📱 #GrownUp #Teen #NotAChild #Sad #😪 #👸🏼 https://t.co/dhY7gGLerI,1
These niggas act like paper all they do is fold #OutDaGame #Sad 📢😴,1
Sad how your surroundings don't trust you even thou you put everything on them! #sad 😪 Fuck it thou it's LIFE,1
"Depression is real and happens to millions. You are not alone, I promise it gets better, keep your faith 💗https://t.co/CgeQ6fxBC0 #depress",0
RT @DepressingVines: I hate when people think cutting is for seeking attention #depression #depress... (Vine by @xox_sophiex) https://t.co/…,1
#1YearOfHeyEverybody so...it's 1 year I've been screaming EVERYBODY to every HEY I heard...my life is so #sad,1
"@Pixiwoos @YouTube Yes it is 100% it's a horrible everyday struggle like you're trying to climb a mountain,never reach the top #depressed 😣😭",1
RT @AsaSoltan: Wow. @KellyannePolls is a master spinster. How does she sleep at night? #sad,0
RT @_katieward_: Happy but yet sad is the story of my life #sad #happy,1
Reading old texts and getting #SAD,1
Such a sad day... partner decided to use this from @schuh on his new white #nikeairforce1 and doesn't work.... now… https://t.co/IQbMkpJyXC,1
RT @jadaamurray: No drinking game tonight bc I'm not with my friends #sad @_brinaxox @thedempseyy https://t.co/Bai3qtycum,1
"I deleted all of my travel photos, all of my photos with Delbert, Sam, and my family. Also photos of my pets. I'm gonna cry :~| #sad",1
"@CNN What's with those hand gestures, lol @realDonaldTrump @GOP #noclue #sad #loser #whinylittlebitch",0
"""My Child Won't Talk to Me""...here's what you can do to change it all. #behavior #angry #kids #sad #coping https://t.co/Wmru9GcdVB",0
I'm so #sad and #tired and I hate life,1
Feeling #Depressed ? Or suffering from low self esteem? These motivational quotes can help you in that https://t.co/V0Kz45hi31,0
Ugh #unhappy #smh #StressedOut,1
"@momUNblogger @BostonDotCom and I suppose you think the mainstream media and Clinton campaign ALWAYS tells the truth too, right? #sad",1
