RT @Nat_Penhallow: I have no best friends on snapchat #sad #life 😂😂,4
WOW I’m actually digging through the @amazon website to find where to complain. NO OPTION. They don’t even want to hear complaints. #sad,1
This election has caused me so much anxiety just went &amp; got Valium on top of the Xanax i already take &amp; I'm not being sarcastic #sad,3
"Russian ""hackers"" or not, it doesn't dismiss the fact #HillaryClinton &amp; her minions are corrupt. All her supporters are being played! #sad",1
I should probably adult now and get to work. #fakeittillyoumakeit #depressed,3
RT @jilllianwhite: it's rlly sad how some girls think they can't be happy without a boy in their life #sad,2
"1hour late on delivery, damaged goods #unhappy #customer https://t.co/7Bx0ZsXxNE",1
Feeling fed up 👎🏻 #sad,3
"@Amourgabrielle that's messed up! she put her page on private and changed her avi &amp; I'm like, I thought she was locked up #Sad😢",5
So much hate towards me and I just don't know how to deal with it. It's like I want to just die :'( #Depressed #Autism #Hurt #Sad #Betrayed,5
I need those hoodies in my life ... But do i have money for that? ... this is so #sad https://t.co/SlLPYtkInI,1
@littlemexican_ Haha shush up! 😅 btw my apple pie blizzard melted yesterday :( #sad,2
I get so excited over doing my washing at uni #sad,1
I would love to go to my schools football games but since work is taking over my life I can't watch any and it makes me #sad :(,3
I'm really worried about my life now #depressed,5
"Anyone out there use Frontier Communications, please contact me if you do, #Very bad company!!!!!!!!! #Unhappy",1
RT @PURETRAP: i just wanna hug someone and just cry man... just let all of my frustration out #sad,5
"I thought I was gonna have a good morning, and then my ex texted me. #depressed #angry",3
"Wtf Gost, you're supposed to be the best kicker in the league! #sad #Patriots",3
Republican silence on Russian hacking &amp; interference is shameful. This should be an American issue not partisan. Wait till it's them. #sad,1
The fact that the American presidential debate seems like a joke to so many Americans is #sad😟#debatenight,2
Unfortunately I won't be in Berlin this weekend... v_v #sad,3
@realDonaldTrump What Dad Let's His Daughter Set His Lap Like This! #Sad #Trainer https://t.co/hMLpRpYSAP,2
#Hilary lies. #Trump utters filth. Can we get a new #candidate for #president ? How embarrassing to have one of them lead our country! #sad,2
RT @mssophialuong: It's so sad seeing the friends you once loved and care for so much throw their life away for the wrong reasons #friends #sad,4
This morning I woke up in great mood until I saw something that destroyed it #depress #Italwayshappenstome,3
my life is so sad: i'm sitting on our couch wrapped in a giant blanket. #sad,4
I didnt know who this skater was but I'm bummed he's gone before I even knew of him because he's so fine #sad,2
So we are at the #ER. Waiting for results from the #xrays taken. #baby #sad #fastbreathing #rapidheart,5
loosing games with 30/0 miss fortune #sad,3
The feeling when you see the first boy's comment on your daughter's instagram📱 #GrownUp #Teen #NotAChild #Sad #😪 #👸🏼 https://t.co/dhY7gGLerI,3
These niggas act like paper all they do is fold #OutDaGame #Sad 📢😴,3
Sad how your surroundings don't trust you even thou you put everything on them! #sad 😪 Fuck it thou it's LIFE,3
RT @DepressingVines: I hate when people think cutting is for seeking attention #depression #depress... (Vine by @xox_sophiex) https://t.co/…,1
#1YearOfHeyEverybody so...it's 1 year I've been screaming EVERYBODY to every HEY I heard...my life is so #sad,1
"@Pixiwoos @YouTube Yes it is 100% it's a horrible everyday struggle like you're trying to climb a mountain,never reach the top #depressed 😣😭",5
RT @_katieward_: Happy but yet sad is the story of my life #sad #happy,2
Reading old texts and getting #SAD,3
Such a sad day... partner decided to use this from @schuh on his new white #nikeairforce1 and doesn't work.... now… https://t.co/IQbMkpJyXC,3
RT @jadaamurray: No drinking game tonight bc I'm not with my friends #sad @_brinaxox @thedempseyy https://t.co/Bai3qtycum,3
"I deleted all of my travel photos, all of my photos with Delbert, Sam, and my family. Also photos of my pets. I'm gonna cry :~| #sad",4
I'm so #sad and #tired and I hate life,5
Ugh #unhappy #smh #StressedOut,3
"@momUNblogger @BostonDotCom and I suppose you think the mainstream media and Clinton campaign ALWAYS tells the truth too, right? #sad",1
"extremely disappointed in the costumer service provided by @Columbia1938, I have tried to reach out 3 times #unhappy #neednewcoat",2
"A good friend of mine passed away yesterday, Rest in peace Soap #ripsoap @InfinityWard #sad #depression",5
i'm sad but I still smile Thats life. #sad,3
why does everyone hate me...? #depressed,5
Not seeing @dulciejackson2 over the weekend makes me sad she makes my life 😩👯💗 #depressed,3
RT @mtcspt: When people actively disrespect you...you call them out and they act like you are the problem #wow #smh #sad #really,4
what happening with us and we cant sleep all night ? ? ? :-( #Sad #foreverAlone #TheEndIsTheOnlyTheStart #Alive2017 #alivenetflix,3
So @OfficeMax charged me twice for my purchase and won't correct the issue. Horrible customer service! #badcompany #unhappy,1
@Apple @AppleSupport case 100039224229. Worst service in india. Cant setup a mail #unhappy,1
Didn't expect that losing weight is f*** hard when u want to eat even though u're not hungry. #loseweight #soml #depress #:((((,3
"why you would vote for this guy?#sad Unshackled, Trump unleashes aggressive attacks on own party https://t.co/YCXjq2YmeG via @SFGate",2
RT @BrennenMChavez: we live in a time now where girls dont even try to stay lowkey about being a hoe.. they just embrace it #sad,2
Coffee is good life is sad #coffee #life #sad,2
Please help me...I have crippling depression....#sad #depressed,5
RT @mabde33: Extremely sad but happy to move onto the next stage in my life #loveiowastateforever #sad http://t.co/7vncUcMhCD,4
How has that weekend come and gone already? 😳 #depressed,2
@keishawithani 's memory is going. So #sad. So #young. So much life left to live. 😂😂😂,1
"@TheFive you're right @ericbolling I am a Christian, and this is SHAMEFUL; it shows how dark their hearts are, from their leader down. #sad",4
Today is already a write off because I can't get my makeup right #boo #makeup #sad #todaysucks,1
So hi everyone in feeling a little #depress right now can you guys help me feel a little better,3
@StarbucksUK I love your coffee...I do not love the half cupful letdown I've just had at Leicester South services😡😡 #unhappy #starbucks 😡😡,2
The reduced internet connection they have put me on to save costs it's ridiculously slow and you can't watch Netflix @virginmedia #unhappy,1
RT @emjenkins29: this stormy weather is an exact representation of how i feel today #sad #stressed #bleh,4
RT @sincitycomedy: @realDonaldTrump @BreitbartNews now you're just a wet cat in the corner scratching at everything. #sad,1
Final exam tomorrow. Wala pa ring review. #Depressed,3
RT @onlinenesss: ~Sometimes I feel so depressed.~ #pale #palegrunge #alternative #alternativegirl #palegoth #depression #depressed #… https…,2
Cant keep going. Anymore its way to hard. #depressed,4
"But if you get raped she will never protect you! She will laugh at u, Shame u, call u names, &amp; silence. Sry ur brai… https://t.co/hcUg1tV2FH",3
I always think of how much better my life was at this same time last year and it makes me so #sad,4
When your friend doesn't reply all day. #sad #thisisaboutyou #imissyou #subtlesadsubtweet #messagemeback,4
Feel so full of dissatisfaction #unhappy #lifeproblems,4
"RT @jvyyybvbyy_: I will be stressed for the next couple of days , so my patience will be short ...#sad",4
RT @thedailyjaws: R.I.P. Very sad to hear of the passing of Gary Dubin aka Eddie in JAWS 2 😔 #jaws #jaws2 #actor #rip #sad #movie #love #re…,5
30 people show up to a discussion that's meant for 110 people #sad,2
RT @icisdontcare: I fr act like asias house is mine got my own lil room and everything 😭😭 #sad,4
These cold mornings are already killing me #sad #takemeaway,3
"""She dm-ed me and tell everything what is wrong with us"" Only happen in my dream and i think it will stay as a dream #sad",4
Soooooooo disappointed in @P_Wicks01 really thought you were different. #sad,3
"RT @BestTextMsgs: it's kinda sad when you realize the person you used to tell everything to, now has no idea of what’s happening with your…",3
@WazzaH46 @theage May be it’s just my old age but the world seems to have taken a sudden turn into ugliness. #sad,3
"@FitbitSupport My tracker won't sync properly, alarms don't go off on my device and the clock display change doesn't go across #unhappy",1
"So @virginmedia, how is my service going to improve to justify the extra £3 a month? #unhappy",1
RT @sammib4: i hate when my friends go through heartbreak because there's nothing i can do to take away the pain ☹️ #sad,4
"It's #sad, this #world we live in. Being #kind will never disappoint. I wish people were nicer &amp; cared about others… https://t.co/KEubM1oivT",5
My Econ mid term is going to ruin my life. It's on my birthday. #sad,3
"Leaving Florida today, here's the weather for the week. #depressed https://t.co/N0Ulb0KE94",2
@klewis3Cs bro I need her in my life it's actually #sad,3
"Again, your response is nonsense. You're a silly person w/no credibility. #Sad @CorruptionMore @RVAwonk",3
Parenting now?? This woman must really hate herself ... Why else attack a woman and vote for a pussy grabber ? #Sad… https://t.co/FfQRGMLcQX,3
@maroon5 I #DontWannaKnow WHY I can't get the song on Amazon Music--I just want the song!!! #Sad,3
"RT @ianbremmer: Cmon Ted, you had every opportunity to win. And...not to endorse. #Sad https://t.co/Rbkygy6ZvS",4
It's very sad how quickly a beautiful life can be taken away from this earth #sad,4
"@WellsFargo let's it's CEO and chairman go, for doing his effing job. #sad",1
@TheMmafia dont call me a fool. Do you think you are cool or something???? You treat people like trash unless they agree with you. #Sad,3
everything in my #life sucks lmao so #sad,1
I really don't know what to say about our generation #sad,4
I keep reading. Are we really this stupid? #HillaryClinton #DonaldTrump #Sad,1
gonna sit in traffic now and sip my gross drink #sad still happy tho because nice weather 🌞🌞,3
"@iPhoneTeam The new iOS is slowing me down. The widgets prevent me from signing in faster. Also, screen shot capability is gone. #unhappy",1
I miss everything #Indianapolis had to offer except the snow and ice!!! This girl is not meant for small town living! #depressed #sad #ugh,4
Can't country separate instead of fighting and killing each other if disagree with you couldn't #yemencrisis #sad,2
@volkswagenindia @VW @Volkswagen Recalling cars for engine issues. Lack of transparency and features inclusion clarity. #concerned #unhappy,3
When your favorite player gets traded to a Canadian team 💔🇨🇦😫 #depressed #lucic #misshimalready,5
"@davidsirota interesting how you don't believe US intel sources, but you do believe Putin's words. #sad #lame #NotAGoodJournalist",2
The feeling I have leaving Miami is the feeling I have when returning home from a vacation #depressed ☹️,3
Been at my store for an hour with the other two openers and NO MANAGER! #Unhappy https://t.co/0QIagRTDvG,2
just want to have your attention #textsneversent #sad,4
1 month out of warrantee and my @microsoftband keeps turning off saying battery ran out when it is fully charged #unhappy #broken,2
im so farking #sad all the time when will my life end,3
@hawaiidelilah #Trump doesn't have friends. He has contacts. #Sad,1
i used to be so happy but everything in my life has been spiraling out of control and im sad all the time and i dont know what to do #sad,5
You did everything you can but seems like its still not enough #Depressed,4
@Mark_Corcoran broke myself playing roller derby :( I'm supposed to be flying to France Thursday for a match too #sad you all good welsh?,4
@dominos your employee just harassed and screamed at me for getting my order wrong and now making me repay for their mistake. #unhappy,2
RT @CheyenneIsADork: When you cry so hard you give yourself a headache... #depressed,5
My cat very sad 😖😒 #cat #sad #GBBO https://t.co/cUKSXzrAkx,1
@anathemq and you know your best friend would be super fucking #sad without you in their life *cough* please never leave me,2
